"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.3,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.5,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.9,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.6,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.2,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.4,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,8.5,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.5,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.9,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.3,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.1,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.6,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.7,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.9,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.1,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.6,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.2,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.7,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.9,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.5,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.9,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.7,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.2,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,5.7,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.7,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.3,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.4,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.2,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.4,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.7,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.4,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.7,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.1,,
"LVA","Latvia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.5,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.5,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.1,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.7,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.5,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.2,,
"FRA","France","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.4,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.4,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.9,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.3,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.5,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.5,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.2,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.6,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.6,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.5,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.7,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.8,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.7,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.1,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.3,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.2,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,1.9,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,3.7,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","TOT","Total","RATIO","Ratio","0","Units",,,0.4,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.5,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.4,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.8,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.7,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.8,,
"FRA","France","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.6,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.4,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.6,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.1,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.5,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.8,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.7,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.3,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.8,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.7,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.8,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.9,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,1.5,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.4,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.2,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,3.1,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,5.8,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","MN","Men","RATIO","Ratio","0","Units",,,0.5,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.8,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"FRA","France","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.2,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.1,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.2,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.1,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.9,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.3,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.3,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.5,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.1,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.6,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.7,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.9,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.5,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.5,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.7,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.3,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.8,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.3,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.4,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.6,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.5,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.9,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.4,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,10.8,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.2,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.6,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.6,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.1,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.8,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.7,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2.1,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.2,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,10.2,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.7,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.1,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,17.9,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,7.8,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,4.3,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.4,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.6,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2.1,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.7,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.1,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.1,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.5,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,1.3,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.4,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,15.3,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,2.4,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,7.9,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.4,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.6,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.1,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.1,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.2,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.8,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.5,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.9,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.7,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.2,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.1,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.6,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.3,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.3,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.4,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.5,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.3,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.3,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.4,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.9,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.51,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.52,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.17,,
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,16.2,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.62,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.03,,
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.08,,
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.54,,
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,16.47,,
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.45,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.67,,
"POL","Poland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.68,,
"ESP","Spain","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.75,,
"GBR","United Kingdom","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.94,,
"EST","Estonia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.98,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,14.7,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.6,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.3,,
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,16.4,,
"DEU","Germany","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.7,,
"GRC","Greece","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.4,,
"HUN","Hungary","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.5,,
"IRL","Ireland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,14.6,,
"ITA","Italy","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,16.9,,
"NLD","Netherlands","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15.4,,
"NOR","Norway","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,15,,
"POL","Poland","WL_TNOW","Time devoted to leisure and personal care","L","Value","MN","Men","HOUR","Hours","0","Units",,,14.9,,
